;;;;;;;;;;;;;t4;t2;;;t6;;;;;;;;;;;;;k2;k1;;;k4;k3;i2;;i1;;;;;;;;;;;;;;;;;;;;;;;;;;;;l4;;;;l3;;;;l2;;;;;;lb1;lb2;lb3;lb4;lb5;lb6;lb7;;;;;;;;;;;;;;v1;;;;;;;t11;t12;y2;t8;t7;t9;t10;
2021-09-22 08:30;1;3;4;2;3;5;5;5;5;3;5;2;3;3;4;5;4;2;5;5;5;5;5;4;4;5;2;5;4;4;4;5;5;4;4;5;5;5;5;5;5;5;5;4;1;5;5;4;2;;;;;;;3;;;;;;5;5;3;4;5;4;3;3;1;5;2;4;3;;;;;;5;5;5;5;5;5;5;1;3;3;3;2;2;;;;;;;2;2;;;;;;;5;4;3;1;5;5;3;3
2021-09-16 07:20;1;6;4;2;2;2;3;1;3;3;2;6;3;6;3;6;2;1;4;5;4;4;2;1;3;3;2;2;2;5;5;4;3;1;1;3;2;3;3;2;4;3;4;3;1;4;2;2;1;2;2;2;2;6;3;1;3;2;2;2;2;4;4;6;4;3;3;6;6;2;4;2;2;3;6;2;4;3;3;2;2;6;6;6;6;6;3;3;1;3;1;3;;;;;;;2;2;;;;;;;2;2;6;2;2;6;2;5
2021-09-24 15:25;1;6;5;4;5;3;5;5;5;4;5;5;4;4;4;5;3;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;4;5;5;5;5;4;1;5;5;5;1;4;5;5;4;4;5;1;3;5;6;2;4;5;5;4;5;5;4;4;4;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;5;5;5;5;4
2021-09-23 14:36;1;5;5;3;3;4;4;4;5;3;5;4;3;3;4;5;3;1;4;3;1;3;3;1;1;3;2;2;1;4;4;5;4;4;3;4;4;5;3;3;5;4;4;4;1;5;4;4;1;3;3;3;3;3;3;1;5;4;3;2;3;4;5;3;4;3;3;3;3;2;5;4;2;3;;;;;;3;3;3;3;3;3;3;2;3;1;3;1;1;;2;;;;1;2;2;;;;;;;3;3;3;3;3;3;3;4
2021-09-15 15:30;2;5;4;2;4;2;3;2;2;2;3;4;3;3;4;3;2;2;3;3;3;4;4;1;2;4;4;4;4;3;3;4;4;3;1;2;2;3;1;3;3;3;4;3;1;3;2;2;1;2;2;2;3;3;3;1;3;3;3;3;3;2;4;1;2;2;2;2;1;2;2;3;1;2;;;;;;3;3;3;3;3;3;3;1;3;1;3;2;2;;;;;;;1;1;;;3;;;2;4;3;4;3;4;4;3;3
2021-09-21 19:59;1;3;5;5;5;2;2;4;5;5;5;5;4;4;4;4;2;3;5;3;2;2;2;2;2;5;5;5;5;3;2;5;5;5;4;3;3;5;4;4;5;5;3;3;1;3;4;4;2;;;;;;;3;;;;;;4;4;3;3;3;3;3;3;3;4;4;4;4;;;;;;5;5;5;5;5;5;5;1;3;1;3;1;1;;2;;;;2;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-10-06 13:44;1;3;4;3;4;5;5;5;5;5;5;4;5;5;3;4;5;5;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;4;5;4;1;5;4;4;5;5;5;1;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;4;4;5;5;5;1
2021-09-23 12:17;1;3;5;4;3;2;4;3;5;4;5;4;3;5;4;4;2;3;3;3;5;5;5;5;5;2;3;4;2;3;3;3;5;3;4;4;4;4;3;4;3;4;3;4;1;4;4;4;1;3;3;3;5;4;3;1;4;2;3;1;1;5;5;3;3;3;3;3;2;5;3;4;3;4;;;;;;5;5;5;5;5;5;5;1;1;1;1;3;3;;;;;;;2;2;;;;;;;3;3;6;4;4;4;4;3
2021-09-24 13:39;1;2;4;4;3;5;5;5;3;3;3;4;4;4;3;4;5;3;3;4;4;4;4;6;3;4;4;3;4;4;4;3;4;4;5;4;4;4;4;4;4;4;5;4;1;4;4;3;1;4;4;4;5;6;4;4;;;;;;4;4;4;4;5;4;5;5;6;5;6;4;5;;;;;;4;4;6;6;6;6;6;1;3;1;3;2;2;;;;;;;2;1;;;3;;;2;4;3;6;4;4;3;4;1
2021-10-13 08:38;1;4;3;4;4;5;5;5;4;4;3;4;4;4;4;4;4;3;5;5;5;5;5;4;4;4;4;4;4;4;5;4;4;4;3;4;4;4;5;5;5;5;5;5;1;4;5;5;1;5;5;5;5;5;5;1;4;4;4;4;4;5;5;5;4;4;4;5;4;4;5;4;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-09-15 13:04;1;6;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;4;5;4;5;5;5;5;5;5;5;5;5;4;4;5;4;4;4;4;4;5;3;5;5;5;5;5;1;5;4;4;1;4;4;5;2;3;5;1;4;4;4;1;4;5;5;5;5;5;5;5;5;6;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;4;2
2021-10-12 11:38;1;3;5;5;5;5;5;5;5;3;4;5;2;4;5;5;3;1;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;1;5;5;5;1;5;5;5;3;5;5;1;5;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;2;1;3;1;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;1
2021-09-15 13:59;1;5;4;3;4;5;5;5;3;3;5;4;4;4;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;4;3;4;4;5;4;4;4;4;4;3;1;4;4;3;1;3;3;3;4;3;4;1;2;4;4;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;4;4;4;4;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;6;4;4;4;4;3
2021-09-22 14:17;2;6;5;4;4;4;5;5;5;4;5;5;3;5;5;5;4;3;5;5;5;5;5;4;5;5;5;5;3;5;5;4;4;5;4;4;5;5;5;4;5;5;5;4;1;5;4;5;1;4;4;4;4;3;5;3;;;;;;5;5;5;4;5;5;5;4;4;4;5;4;5;5;5;4;4;5;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;4;4;5;5;4
2021-09-15 12:53;1;6;5;5;5;5;5;3;5;3;5;5;5;4;4;5;4;4;4;2;4;5;5;3;4;4;5;4;5;5;3;4;5;3;3;4;3;4;4;4;5;4;3;6;1;5;4;6;2;;;;;;;1;5;5;5;3;4;5;5;5;4;6;4;4;6;6;4;6;6;4;;;;;;3;6;6;6;6;5;6;1;3;3;3;1;2;;;;;;;2;2;;;;;;;5;5;4;5;4;4;4;2
2021-09-15 11:56;1;4;4;3;2;3;4;4;3;2;3;3;5;5;4;5;4;4;4;4;2;4;4;2;3;4;3;4;3;4;4;5;3;3;1;3;3;5;3;4;5;5;5;5;1;5;4;4;1;2;5;5;2;5;3;1;5;5;2;3;2;5;5;3;3;3;3;5;2;3;1;2;3;3;;;;;;5;5;5;5;5;3;5;1;1;1;1;1;2;;;;;;;2;2;;;;;;;4;4;2;3;3;4;4;2
2021-09-20 08:59;2;5;4;5;4;5;5;5;2;2;4;5;4;5;5;5;5;4;3;3;4;4;5;6;4;4;4;5;5;5;3;3;5;5;5;4;4;5;3;4;5;5;3;3;1;3;3;3;3;;;;;;;4;;;;;;5;5;4;5;4;5;6;6;6;5;4;4;5;;;;;;4;4;6;6;6;6;6;1;3;1;3;2;2;;;;;;;2;2;;;;;;;3;4;5;5;5;4;4;1
2021-09-24 09:26;2;6;5;5;5;4;5;5;5;3;5;5;4;5;5;5;3;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;4;5;5;3;4;1;5;5;5;1;3;5;5;3;5;4;1;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;;;;;;5;5;5;5;5;6;6;1;3;3;3;2;2;;;;;;;2;2;;;;;;;5;5;1;5;5;5;5;4
2021-10-06 15:26;1;5;5;4;4;5;5;5;5;4;3;4;1;3;3;6;2;2;4;3;5;5;4;4;5;4;4;3;6;4;4;4;5;5;2;4;4;5;3;5;5;5;5;4;1;5;3;3;1;3;3;4;4;6;4;1;2;6;6;6;4;5;5;5;5;5;6;4;6;5;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;1;2;;;;;;;2;2;;;;;;;4;3;6;4;4;4;3;3
2021-09-22 11:26;1;2;4;4;4;4;4;4;3;3;4;5;4;4;5;5;4;3;4;4;5;5;5;4;5;5;5;5;4;4;4;5;4;4;4;3;4;5;5;5;5;4;5;4;1;4;4;4;1;5;5;5;5;5;5;4;;;;;;4;4;5;5;5;5;5;5;4;4;5;4;5;;;;;;5;5;5;5;5;5;5;1;3;1;1;2;2;;;;;;;2;2;;;;;;;4;4;5;4;5;5;5;1
2021-09-21 12:57;1;6;4;4;4;3;3;3;4;3;4;5;4;4;4;5;4;4;4;4;3;3;4;3;4;4;5;4;5;5;5;5;4;4;4;4;4;5;4;4;4;4;4;4;1;4;3;3;1;4;4;4;3;4;4;1;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;;;;;;4;4;4;4;4;4;4;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;5;4;4;4;2
2021-09-22 12:31;1;5;5;5;5;5;5;5;4;4;4;5;4;3;3;4;4;3;5;5;5;5;5;4;5;4;4;4;5;3;3;5;5;5;3;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;1;4;5;3;3;3;5;5;5;5;5;5;5;5;5;4;5;5;5;;;;;;4;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;4;4
2021-09-21 08:57;1;2;5;5;4;3;5;5;3;3;4;5;3;3;3;2;1;2;5;4;5;5;5;3;4;5;5;4;4;4;3;3;5;4;3;5;5;5;4;5;5;5;4;4;1;2;5;5;1;4;4;4;5;5;5;1;3;5;2;2;3;3;3;5;5;5;6;4;4;6;5;6;4;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;1;2;;;;;;;2;2;;;;;;;4;5;4;3;4;4;3;2
2021-10-01 10:43;1;3;5;5;5;5;5;5;4;3;3;5;3;4;5;5;4;3;4;3;5;5;5;5;5;3;4;3;3;4;4;5;5;5;5;4;4;5;5;5;5;5;5;4;1;5;5;5;2;;;;;;;1;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;4;5;5;5;5;5;1;1;1;3;2;2;;;;;;;1;2;;;;;;;3;3;3;5;5;3;4;2
2021-10-11 11:20;2;3;2;2;2;3;3;3;1;1;5;4;3;3;4;5;3;3;4;4;4;4;4;4;3;3;4;4;3;3;2;4;2;2;1;4;2;4;2;2;5;4;3;4;1;4;3;3;1;1;3;4;1;1;1;1;3;3;1;1;1;4;5;3;3;4;3;2;3;4;5;6;3;3;;;;;;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;2;2;4;3;3;2;2;3
2021-10-04 13:33;1;4;5;5;5;5;5;5;3;3;4;5;3;4;4;4;3;4;3;4;5;5;4;5;5;4;4;4;5;4;3;4;5;4;6;4;4;4;4;5;5;4;3;4;1;3;4;4;1;5;3;5;5;5;5;1;3;3;3;2;3;4;4;5;5;5;5;5;5;5;5;4;4;5;;;;;;6;5;6;6;6;6;6;3;3;1;3;2;2;;;;;;;2;2;;;;;;;4;5;5;5;5;5;4;1
2021-09-16 08:57;1;2;4;4;3;4;4;4;3;2;3;3;3;3;3;4;2;2;3;4;4;4;4;3;4;4;4;3;3;3;3;3;5;2;2;2;2;5;3;5;5;3;3;3;1;2;4;4;1;2;2;1;1;1;2;1;1;5;2;1;3;3;5;4;4;4;6;4;6;6;3;6;6;4;;;;;;6;4;6;6;6;6;6;3;3;2;3;2;2;;;;;;;2;2;;;;;;;4;4;5;4;4;4;4;1
2021-09-23 08:21;1;2;5;5;5;5;5;5;5;5;5;5;3;4;4;4;3;3;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;3;4;4;5;4;5;5;4;5;5;1;4;5;5;1;4;3;4;4;3;4;1;3;4;2;1;2;5;5;5;5;5;5;5;5;6;5;6;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;1;1;;;3;;;1;4;5;5;5;5;5;5;3
2021-09-22 12:29;2;5;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;5;3;4;4;5;4;4;4;4;5;5;5;4;4;4;4;4;4;3;3;4;4;4;4;5;3;4;1;4;4;5;1;3;3;4;3;3;4;1;4;4;4;4;4;4;5;4;4;4;4;4;4;3;4;4;4;5;4;4;4;4;4;4;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;4;5;4;4;4;1
2021-09-15 13:28;1;6;4;4;4;3;4;4;3;3;4;4;5;4;5;5;4;4;5;5;4;4;4;4;4;5;5;5;5;4;5;4;5;4;4;4;4;5;4;5;4;5;5;5;2;3;3;3;1;3;3;3;3;3;3;1;4;5;5;4;4;5;5;5;5;5;5;5;5;6;5;6;5;5;;;;;;3;5;5;5;5;5;5;3;1;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;4;4;4
2021-09-21 11:00;1;4;4;4;3;2;2;4;3;2;3;4;3;3;3;3;3;3;4;4;5;4;4;4;4;3;4;4;4;4;3;4;5;4;2;3;3;5;3;4;4;4;5;5;1;4;4;3;1;3;4;3;3;4;3;1;3;3;1;1;1;4;4;3;6;3;6;6;6;6;2;6;6;3;;;;;;4;4;6;4;4;6;4;1;3;1;3;2;3;;;;;;;1;1;;;3;;;2;4;4;4;3;3;4;3;2
2021-10-07 10:48;1;5;5;5;4;2;2;2;4;4;3;5;3;3;3;3;3;3;4;4;3;3;3;2;2;3;4;4;4;4;3;3;4;4;2;3;3;4;1;4;3;4;5;4;1;4;2;2;1;6;6;6;6;6;6;3;;;;;;5;5;3;2;2;2;5;3;2;2;1;1;3;;;;;;5;5;5;5;5;5;5;2;3;3;2;1;1;1;2;;;;2;2;2;;;;;;;5;3;3;4;4;4;4;5
2021-09-21 16:25;2;3;5;5;5;3;3;3;5;2;4;5;3;3;5;3;3;4;5;5;2;2;4;1;2;3;5;4;4;5;3;4;4;4;2;5;5;5;3;3;4;4;2;2;1;5;5;5;1;4;4;4;4;4;4;1;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;1;2;;;;;;;1;2;;;;;;;5;5;5;5;5;5;5;3
2021-09-15 12:07;1;4;3;3;4;2;2;3;4;3;4;3;3;4;5;5;2;3;3;5;3;3;3;2;3;5;4;4;4;5;2;5;3;3;3;5;5;5;4;5;3;5;4;5;1;3;4;4;1;3;3;3;5;4;5;1;1;6;3;1;3;5;5;4;4;3;4;3;2;1;4;2;1;3;;;;;;6;6;6;6;6;6;6;2;3;2;3;1;2;;;;;;;1;1;;;3;;;1;4;3;6;3;3;3;3;2
2021-09-23 13:11;1;5;5;5;5;4;5;4;5;5;5;5;4;4;5;4;4;4;5;3;5;5;5;4;5;4;4;4;4;5;4;4;4;4;4;4;4;5;4;5;5;5;5;5;1;5;4;5;1;5;5;4;5;5;5;1;3;4;3;1;1;5;5;5;5;5;5;5;5;4;5;4;5;5;;;;;;2;3;6;6;6;4;4;1;1;1;1;2;2;;;;;;;1;2;;;;;;;4;4;4;5;4;4;4;4
2021-09-16 16:27;1;3;5;4;4;3;4;4;1;1;2;5;3;3;4;4;3;2;5;4;3;4;5;2;2;4;4;3;3;5;4;5;2;3;2;2;4;4;4;4;5;2;5;4;1;4;4;4;1;3;3;3;4;3;3;5;;;;;;3;3;5;6;6;6;5;6;6;5;6;5;5;;;;;;3;5;6;6;6;6;6;2;3;1;3;2;2;;;;;;;1;2;;;;;;;3;2;6;4;3;2;3;2
2021-09-23 08:28;1;5;3;3;3;1;1;1;3;1;4;4;3;3;3;3;3;3;3;2;4;4;4;3;5;4;5;5;5;4;2;5;4;4;3;4;3;2;2;2;1;3;1;6;1;1;3;3;2;;;;;;;2;6;1;1;1;1;2;3;2;2;2;2;2;2;2;2;1;1;1;;;;;;4;4;4;4;4;4;4;1;3;3;3;3;2;;;;;;;2;2;;;;;;;4;3;4;3;3;3;3;4
2021-09-30 09:44;2;3;4;4;4;4;5;4;3;4;2;4;4;5;4;3;2;3;3;3;3;3;3;3;4;4;4;2;2;3;2;3;2;3;3;3;3;3;4;4;4;4;5;5;2;4;4;4;1;4;4;4;5;4;4;1;3;4;4;3;3;3;4;4;4;4;4;3;4;4;3;4;4;4;;;;;;5;4;4;4;4;6;6;2;3;3;3;2;2;;;;;;;2;2;;;;;;;4;4;6;4;3;3;3;1
2021-09-22 09:27;1;3;5;3;4;3;4;4;5;2;4;4;3;4;5;5;2;2;5;4;4;5;4;3;4;5;5;4;5;5;4;5;5;3;3;5;5;5;4;5;5;4;5;5;1;5;4;3;2;;;;;;;1;2;1;1;2;1;5;5;4;2;2;2;1;2;2;5;1;1;1;;;;;;3;5;5;6;5;5;5;1;1;1;3;1;2;;;;;;;2;2;;;;;;;4;3;6;4;4;4;4;2
2021-10-01 15:19;1;3;5;5;5;5;5;5;3;3;3;5;4;4;5;3;4;4;3;3;3;3;4;4;3;3;3;2;2;3;3;3;4;4;5;3;3;5;4;5;5;5;5;4;1;5;5;5;1;5;5;5;5;5;5;1;4;4;3;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;5;5;5;5;5;5;5;2;2;1;3;1;2;;;;;;;2;2;;;;;;;5;4;3;5;5;4;4;2
2021-10-05 08:40;1;2;5;5;5;5;5;4;5;2;4;4;3;3;4;4;3;3;4;5;4;5;5;3;4;5;5;5;4;4;4;4;5;5;4;3;3;4;4;5;5;4;4;4;1;5;4;4;1;4;4;4;4;4;4;1;3;4;3;2;4;5;5;5;5;5;5;6;5;5;4;5;5;6;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;1;1;;;3;;;1;5;4;5;5;4;4;4;1
2021-09-30 09:20;1;3;5;4;3;4;5;4;4;3;4;4;4;4;4;4;4;3;3;4;5;5;4;4;4;5;4;4;3;4;3;3;4;4;3;3;4;4;3;4;4;4;3;4;1;5;4;4;1;3;3;3;4;4;4;1;2;4;2;4;4;3;4;4;5;5;4;4;4;4;4;4;3;4;;;;;;6;6;4;6;4;4;6;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;4;4;4;4;4;3
2021-09-16 15:34;1;3;3;2;2;3;3;3;2;2;4;5;3;4;5;4;3;2;4;3;3;5;4;2;2;5;4;5;4;4;4;4;4;4;2;3;3;4;4;4;5;5;3;3;1;3;3;3;1;4;3;3;5;5;5;1;2;2;1;1;1;3;3;5;5;6;3;5;3;6;6;6;4;5;;;;;;6;6;6;6;6;6;6;2;2;1;2;1;2;;;;;;;2;2;;;;;;;3;3;6;3;3;3;3;2
2021-10-05 09:13;1;6;5;3;4;2;2;2;4;3;5;5;3;4;4;4;3;3;4;4;5;5;5;2;4;4;5;4;4;3;4;4;4;4;5;4;4;5;3;5;5;4;3;4;1;4;5;5;1;3;3;3;3;3;4;1;4;4;4;4;4;5;5;5;4;4;4;4;4;6;6;4;5;5;;;;;;5;5;4;5;4;4;5;2;1;1;2;1;2;;;;;;;2;2;;;;;;;5;5;6;5;4;4;4;4
2021-09-23 08:59;1;4;5;4;5;5;5;5;4;4;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;4;4;5;4;5;5;5;5;4;1;4;5;5;1;4;4;4;5;5;5;1;4;3;3;3;3;5;5;5;5;5;5;5;5;5;5;6;4;5;;;;;;5;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;4;5;2
2021-09-16 07:46;2;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;3;4;4;4;4;4;4;4;4;5;5;3;3;4;4;4;4;4;4;4;4;4;5;5;5;5;4;4;1;4;4;4;1;4;4;4;4;4;4;1;4;4;4;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;1;1;1;1;1;2;;;;;;;1;2;;;;;;;5;5;5;5;5;5;5;1
2021-09-15 13:37;1;6;5;5;5;5;5;5;5;3;5;5;5;5;3;5;4;4;5;5;5;5;5;5;5;3;5;5;5;4;4;4;5;5;4;5;5;5;3;5;5;5;5;5;1;5;4;4;1;5;5;5;4;4;5;1;4;5;5;5;5;5;5;5;5;4;5;4;4;5;5;5;4;5;;;;;;5;5;5;5;5;5;5;3;3;1;3;2;2;;;;;;;2;2;;;;;;;5;5;1;5;5;5;5;1
2021-09-21 21:13;2;4;5;5;5;5;5;5;5;3;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;5;5;5;5;1;5;5;5;1;3;3;3;5;5;5;1;5;5;5;1;5;5;5;5;5;5;5;3;4;4;5;5;5;5;5;5;5;3;3;5;5;5;5;5;5;5;1;1;1;1;2;2;;;;;;;2;2;;;;;;;5;5;5;5;5;5;5;2
2021-10-05 09:42;1;5;5;3;2;5;5;5;5;3;5;4;4;5;5;5;5;3;3;3;4;5;5;2;2;3;2;4;3;5;5;5;5;3;6;4;5;5;6;5;5;5;1;5;1;5;5;5;1;5;3;5;5;5;4;1;5;6;6;3;3;4;5;5;5;5;6;5;6;4;5;5;5;5;;;;;;3;3;4;6;5;3;6;2;3;1;1;1;2;;;;;;;2;2;;;;;;;4;1;5;3;3;2;4;4
2021-09-27 11:36;2;6;4;3;4;5;5;5;5;4;4;4;3;4;3;4;2;1;3;3;4;4;5;3;4;4;3;3;3;5;5;5;4;3;6;3;3;4;3;5;5;3;4;3;1;4;4;4;1;3;3;2;4;2;4;1;4;4;2;2;2;4;4;4;4;4;4;4;4;6;5;4;4;4;;;;;;5;5;5;5;5;5;5;1;3;3;3;2;2;;;;;;;1;2;;;;;;;3;3;5;4;4;2;4;4
2021-10-08 08:47;1;3;5;4;3;3;3;3;4;4;5;3;4;4;5;5;3;1;5;2;5;5;4;4;5;3;2;3;4;4;4;4;2;3;2;4;4;4;5;5;4;4;4;4;1;3;4;4;1;3;3;4;4;4;3;1;2;1;2;1;2;4;4;5;5;4;4;5;5;4;5;5;6;5;;;;;;1;2;4;6;6;6;6;2;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;6;3;3;4;4;2
2021-09-16 08:58;2;4;4;3;3;3;4;3;4;4;4;4;4;4;4;4;3;2;4;3;5;5;5;4;4;2;3;4;4;4;3;4;2;3;2;4;4;5;3;4;4;4;3;3;2;2;2;3;1;4;2;2;3;2;2;1;3;3;2;1;2;2;4;3;3;4;3;3;3;3;4;4;3;3;;;;;;3;3;5;5;4;5;5;1;3;1;3;1;2;;;;;;;2;2;;;;;;;3;3;2;3;2;3;3;2
2021-09-15 14:51;1;5;5;5;5;4;4;5;5;5;5;4;4;4;5;5;5;4;3;4;5;5;5;4;5;3;5;4;4;5;3;4;3;4;5;4;4;5;4;5;5;5;5;5;1;5;3;4;1;4;4;4;4;4;5;1;5;5;1;1;2;4;5;5;5;5;6;6;6;6;5;6;6;5;;;;;;5;5;5;5;5;5;5;1;3;3;3;2;2;;;;;;;1;2;;;;;;;2;2;6;5;5;2;4;4
2021-10-12 08:48;2;3;4;3;4;5;5;5;5;4;4;4;4;5;5;5;5;3;5;4;3;4;5;2;4;4;5;5;4;4;5;4;5;5;3;5;5;5;4;5;5;5;4;5;1;2;2;2;1;3;3;5;5;4;4;1;4;5;5;5;5;5;5;2;5;5;5;5;3;5;5;5;5;5;;;;;;4;5;5;5;5;5;5;1;3;1;3;2;2;;;;;;;2;2;;;;;;;5;4;4;4;4;5;4;2
2021-09-15 11:56;1;4;4;4;4;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;4;4;4;3;4;4;4;4;4;5;3;4;4;3;3;4;4;4;3;3;4;3;4;3;1;4;3;3;1;3;3;3;2;3;3;1;4;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;;;;;;2;2;5;5;5;5;5;2;3;1;3;1;2;;;;;;;2;2;;;;;;;4;4;4;4;3;4;4;5
2021-10-04 10:36;2;6;3;3;3;1;1;1;4;1;1;5;3;3;3;1;1;1;5;5;3;3;3;3;3;1;1;1;5;3;1;3;3;1;3;4;4;4;3;3;3;1;4;3;2;1;3;3;2;;;;;;;2;4;4;2;2;1;4;4;1;1;1;1;1;1;1;1;1;1;1;;;;;;4;4;4;4;4;4;4;1;2;1;2;1;3;;;;;;;1;3;;;;;;;5;5;3;3;3;5;3;4
2021-09-29 12:50;1;5;5;4;5;3;3;3;5;4;5;5;4;3;4;4;3;4;4;3;2;3;1;1;2;3;3;4;3;4;4;5;4;3;3;4;4;5;3;3;4;4;5;5;1;4;3;3;1;4;3;3;6;3;3;3;;;;;;4;5;4;4;4;4;4;4;3;4;6;4;4;;;;;;4;4;4;4;5;4;6;2;3;1;3;1;1;;2;;;;1;3;3;;;;;;;5;4;4;5;5;5;5;4
2021-09-16 13:22;2;5;4;4;4;5;5;5;5;3;5;4;4;3;4;5;5;4;4;5;5;5;5;5;5;5;5;5;4;5;5;4;5;5;3;5;5;5;4;5;5;5;4;4;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;3;2;2;;;;;;;2;2;;;;;;;4;4;2;4;4;4;4;2
2021-09-15 22:33;1;6;5;5;5;5;5;5;5;3;5;5;4;5;4;4;5;4;5;5;3;3;3;2;2;5;5;5;5;5;5;4;5;4;5;4;4;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;1;5;4;5;3;4;5;5;5;5;5;5;5;6;6;5;5;6;5;;;;;;5;5;5;5;5;5;5;1;1;1;1;1;2;;;;;;;2;2;;;;;;;5;5;5;5;4;5;4;2
2021-10-12 14:31;1;2;5;4;3;4;5;4;4;4;4;5;2;3;4;4;3;2;3;4;5;5;5;3;4;4;4;4;4;4;4;4;5;5;5;3;3;5;5;5;5;5;3;4;1;3;4;5;1;4;4;4;4;6;4;2;3;2;2;3;1;3;4;5;6;6;6;5;5;5;5;6;5;5;;;;;;6;5;5;6;6;6;6;1;3;1;3;2;2;;;;;;;2;2;;;;;;;4;4;5;5;3;4;4;1
2021-09-15 13:05;1;5;3;2;3;3;4;4;1;1;2;3;1;2;3;2;1;1;4;2;4;3;3;2;2;4;4;4;4;4;4;4;2;2;2;2;2;4;1;2;4;2;4;3;2;2;2;2;1;3;2;2;4;2;3;1;1;2;1;2;2;4;4;6;6;6;6;6;6;6;6;6;6;6;;;;;;2;3;4;2;4;4;4;2;3;2;3;3;3;;;;;;;1;1;;;3;;;2;3;3;6;3;3;3;2;1
2021-09-16 16:41;1;4;5;3;2;5;5;5;5;1;5;5;4;5;5;4;2;3;5;5;4;5;4;2;4;5;3;4;4;5;4;5;5;5;5;4;4;5;3;4;5;5;3;3;1;5;5;4;1;6;6;6;5;6;4;1;4;5;2;4;5;1;5;4;5;5;6;6;6;4;5;6;5;5;;;;;;5;5;5;5;5;5;5;3;3;1;3;3;3;;;;;;;2;2;;;;;;;3;4;3;3;3;3;4;3
