;age;sex;;t3;t1;t8;t2;t13;l1;;;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;t7;;;;y5
2020-09-10 06:59;3;2;5;4;5;4;5;5;4;4;4;5;5;4;4;4;4;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;1;4;2
2020-09-03 11:19;5;2;6;5;5;5;3;5;6;6;6;6;6;6;6;6;6;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 08:55;2;2;3;3;3;3;2;4;4;4;4;1;3;3;2;2;3;3;3;;;;;;;;;;;;;;;3;1;2;3;1;2;;;;;;3;3;;;;;;2;3;1;1;2
2020-09-09 17:00;1;2;1;3;4;2;2;5;5;6;6;3;3;4;3;2;5;5;2;1;;3;;5;6;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;1;4;2
2020-09-10 06:45;2;1;2;4;5;4;5;5;5;5;5;5;5;4;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 07:18;5;2;6;5;5;5;5;5;4;5;4;4;4;3;3;3;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;3;4;3
2020-09-07 09:43;4;2;3;3;3;2;1;4;2;4;3;2;1;3;1;2;2;3;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;2;2;6;2;2
2020-09-03 07:29;3;2;3;4;4;4;3;5;2;2;4;2;5;5;4;4;2;4;3;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;2;2;;;;;;4;4;2;3;4
2020-09-08 07:17;4;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 10:48;5;1;6;4;4;3;3;3;3;4;3;2;2;4;2;3;2;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;2;4;3;5;4
2020-09-09 16:03;3;2;4;4;4;4;5;4;3;3;3;5;4;3;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;6;3;4
2020-09-04 06:34;2;2;2;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;3;4;4;1
2020-09-07 16:40;4;2;2;4;3;3;2;3;2;2;3;2;2;3;2;2;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;1;1;;;;2;2;2;;;;;;2;3;2;3;4
2020-09-07 08:51;4;2;6;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;3;4;4
2020-09-04 08:46;3;2;4;4;4;2;3;5;4;4;4;3;2;4;2;5;1;3;2;1;;3;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;5;3;5;4
2020-09-09 18:48;5;2;6;4;5;4;4;4;4;4;5;4;4;3;4;4;4;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;4;5;1
2020-09-10 06:58;3;1;2;3;3;3;4;4;2;3;3;3;3;3;3;4;3;4;4;;;;;;;;;;;;;;;3;3;3;3;3;3;;;;;;2;2;;;;;;3;3;3;3;2
2020-09-03 13:30;5;2;6;5;5;5;5;5;4;5;4;4;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;1;5;3
2020-09-10 07:26;4;1;4;5;5;5;5;5;4;4;4;6;3;4;6;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 09:06;1;2;1;5;4;3;4;5;3;3;2;1;2;5;1;1;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;4;6;4;4
2020-09-07 07:47;4;2;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 15:41;2;1;4;5;4;4;4;4;4;4;4;5;4;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-09-04 07:41;3;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;3;3;;;;;;2;2;;;;;;5;5;6;5;4
2020-09-04 07:45;4;2;6;4;4;3;4;4;4;4;4;4;3;3;3;3;4;4;4;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-04 07:44;2;2;2;5;5;5;5;5;5;5;5;4;3;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-06 22:14;4;2;3;5;5;5;4;5;3;3;3;4;3;4;3;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 08:15;2;1;3;5;5;5;5;5;4;4;4;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 19:40;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 16:07;2;1;3;3;3;3;2;2;1;2;3;1;2;3;1;2;1;4;4;;;;;;;;;;;;;;;2;2;1;1;2;1;;2;;;2;2;2;;;;;;3;3;4;4;4
2020-09-03 08:21;1;2;2;3;4;3;4;4;4;4;4;4;4;2;4;3;2;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;4
2020-09-03 16:17;3;2;4;5;4;4;5;4;4;5;5;4;3;3;4;4;4;4;2;1;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;4;5;1
2020-09-10 08:09;2;2;5;4;4;3;5;5;3;4;3;4;4;4;3;4;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-08 13:56;3;2;6;3;3;3;3;3;2;3;3;3;3;2;2;3;2;2;2;;;;4;5;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;3;3;1
2020-09-02 14:34;4;2;1;5;5;5;5;5;5;5;5;4;4;4;4;5;4;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 06:59;3;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;2;2;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 15:57;3;2;2;3;2;2;4;3;2;2;1;1;2;3;1;2;3;1;4;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;2;1;1;2;2
2020-09-06 16:06;1;1;2;3;3;2;2;4;2;3;2;3;2;3;2;3;3;4;2;;;;;5;6;7;;;;;;;;3;2;3;3;2;2;;;;;;2;2;;;;;;3;4;1;2;2
2020-09-03 15:59;2;2;4;5;5;5;4;4;4;5;5;5;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 11:33;1;2;2;2;2;2;5;1;1;1;2;1;1;4;1;1;3;2;2;;;;;5;6;;;;;;;;;3;2;1;2;1;1;;2;3;;1;3;1;;;3;;2;1;1;1;2;2
2020-09-09 16:10;4;1;2;5;5;5;2;5;1;1;1;5;5;5;5;5;5;3;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 06:38;3;1;3;5;5;4;4;4;5;5;4;4;3;4;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 09:05;3;1;5;5;4;4;5;4;2;4;3;4;4;3;3;3;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;4;5;5;1
2020-09-08 09:55;2;2;3;4;4;3;3;3;5;5;5;3;4;4;3;3;4;3;3;;;;;;;;;;;;;;;3;2;1;1;2;2;;;;;;2;2;;;;;;3;5;2;3;2
2020-09-04 06:47;4;2;3;4;4;4;4;5;3;4;4;2;3;4;3;4;4;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;4;6;4;4
2020-09-03 15:51;4;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;2;2;2;2;2;2;;;;;;2;2;;;;;;5;5;5;5;4
2020-09-08 14:33;5;1;6;4;4;4;4;4;3;3;3;4;4;4;3;4;4;5;4;;;;;;;;;;;;;;;3;3;1;3;1;1;1;;;;2;2;2;;;;;;4;4;1;4;3
2020-09-10 08:14;3;1;5;4;4;4;3;4;2;3;3;3;4;4;3;2;2;4;4;;;;;;;;;;;;;;;2;3;1;1;2;2;;;;;;2;2;;;;;;4;5;5;4;1
2020-09-03 07:38;5;2;2;3;4;4;4;4;3;4;3;3;3;4;3;2;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;4;4;4;1
2020-09-02 14:38;3;1;1;3;3;3;3;4;3;4;4;3;2;3;3;2;4;4;3;;;;;;;;;;;;;;;3;3;3;3;3;2;;;;;;2;2;;;;;;3;3;2;3;4
2020-09-07 07:48;2;2;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 17:21;2;2;3;1;3;1;2;5;1;2;3;1;1;3;1;1;3;1;1;;;3;4;5;;;;;;;;;;1;2;3;2;1;2;;;;;;2;2;;;;;;2;2;6;4;4
2020-09-04 08:06;5;2;6;5;5;5;5;5;5;5;5;4;3;3;3;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-06 23:16;3;4;2;3;3;3;3;5;1;1;1;6;6;6;1;6;6;1;1;;;;;;;7;;;;;;;;1;2;2;3;3;3;;;;;;3;3;;;;;;1;6;6;6;4
2020-09-10 08:21;5;2;6;5;5;4;3;4;3;4;3;4;4;4;4;4;4;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;4;4;1
2020-09-10 07:07;2;2;3;5;5;5;5;5;5;5;5;3;4;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;6;5;4
2020-09-05 13:46;1;2;3;5;5;4;5;5;3;5;4;5;4;5;5;5;5;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;4
2020-09-09 16:20;5;2;4;5;5;4;4;4;5;5;5;5;4;5;4;3;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;1;5;3
2020-09-03 13:35;1;1;2;5;5;4;4;4;3;4;3;5;3;4;3;4;5;5;5;;;;;;;;;;;;;;;3;2;1;1;1;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-04 09:31;3;1;2;3;1;1;1;2;1;1;1;1;3;4;1;1;1;4;2;;;3;;;;7;;;;;;;;3;3;1;3;1;2;;;;;;2;2;;;;;;2;2;1;4;2
2020-09-04 17:11;5;2;6;4;4;4;4;5;4;5;5;3;4;3;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;3
2020-09-03 16:20;3;2;4;4;4;4;3;5;5;5;5;4;4;4;5;5;3;5;5;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 09:14;5;2;2;5;4;4;5;4;4;4;4;4;4;4;3;3;4;4;4;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-07 10:56;2;1;2;3;3;3;4;4;3;4;4;2;2;2;1;2;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;3;2;4;5;4
2020-09-07 08:16;4;2;4;4;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;6;3;4
2020-09-09 16:56;3;2;2;2;2;2;1;4;1;1;1;1;1;3;1;2;3;1;1;1;;;4;5;;;;;;;;;;2;2;2;2;1;1;1;;;;2;2;2;;;;;;2;2;2;3;4
2020-09-04 07:44;3;2;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 08:49;5;1;3;4;5;4;4;4;4;5;5;4;3;5;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;6;4;3
2020-09-03 17:13;5;2;6;4;3;4;4;4;6;6;6;3;3;3;3;4;3;4;4;;;;;;;;;;;;;;;1;1;1;3;3;2;;;;;;2;2;;;;;;3;4;4;4;1
2020-09-09 16:07;3;2;3;1;3;1;1;3;1;3;2;1;1;2;1;1;1;3;3;;;;;;;;;;;;;;;1;1;1;3;1;1;;2;3;;1;2;2;;;;;;1;3;1;2;2
2020-09-04 07:45;3;2;6;5;5;5;4;5;5;5;5;5;5;4;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;5;5;1
2020-09-10 06:59;5;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;2;5;3
2020-09-04 11:56;2;2;4;4;3;3;3;4;1;1;1;2;2;4;3;5;4;5;4;;;;;;;;;;;;;;;2;2;1;2;1;2;;;;;;2;2;;;;;;3;4;3;4;2
2020-09-04 07:47;3;2;5;5;5;5;5;5;4;4;5;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 05:11;4;2;5;4;4;5;2;5;2;5;2;4;2;4;2;2;2;4;1;;;;;;;7;;;;;;;;1;2;2;2;2;2;;;;;;2;1;;;3;;2;2;2;1;2;2
2020-09-03 08:06;3;2;3;4;4;3;3;3;2;2;1;3;2;4;3;3;2;5;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;3;3;6;4;4
2020-09-04 22:30;5;2;6;2;3;2;1;3;1;2;2;2;2;3;2;2;2;4;3;;;;;;;;;;;;;;;3;3;1;3;3;1;;2;;;2;2;2;;;;;;2;3;4;4;4
2020-09-04 07:46;2;2;3;4;5;4;5;5;4;5;5;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;6;5;4
2020-09-04 09:16;3;1;2;4;4;4;4;3;4;4;4;3;3;4;4;3;4;4;3;;;;;;;;;;;;;;;1;1;1;1;3;1;;2;;;1;2;2;;;;;;4;4;4;4;1
2020-09-10 07:28;1;2;2;5;5;3;3;3;4;5;5;4;3;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;3;4;2
2020-09-04 09:47;2;2;4;4;4;4;2;4;4;4;4;4;3;4;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;2;5;4
2020-09-05 21:00;3;1;3;4;4;4;4;5;2;3;2;4;3;4;3;4;3;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;5;5;5;1
2020-09-04 13:10;4;2;4;5;5;5;5;5;5;5;4;3;3;4;5;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;5;4
2020-09-03 12:31;1;2;3;4;4;4;3;4;1;3;2;3;3;3;2;2;3;4;1;;;;;;6;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;5;4;1
2020-09-07 09:02;4;2;6;4;4;4;4;5;3;3;3;3;3;4;2;3;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;1;2;;;;;;3;3;4;4;1
2020-09-07 08:59;5;2;6;5;5;5;4;4;4;5;5;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;4;4;6;4;3
2020-09-09 17:05;3;2;2;5;5;5;5;5;3;3;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;4;5;1
2020-09-10 08:21;1;2;2;4;5;5;4;5;3;4;5;5;4;4;4;3;4;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-08 12:07;4;1;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 09:32;4;1;4;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5;5;;;;;;;;;;;;;;;2;1;1;1;2;3;;;;;;2;2;;;;;;5;4;6;4;4
2020-09-09 19:48;3;2;6;4;5;5;4;5;3;4;3;4;3;3;3;2;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-03 14:30;3;2;5;5;3;3;5;4;1;1;1;5;4;3;3;3;2;3;2;;2;3;;5;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;5;5;4
2020-09-10 08:26;2;2;4;4;4;4;4;5;4;4;4;4;3;4;4;4;3;3;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;3;4;4
2020-09-04 08:08;1;2;2;3;4;3;4;4;4;5;5;3;3;4;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;4;3;4;4
2020-09-07 14:01;4;2;3;5;5;5;4;5;4;5;4;4;5;1;3;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-05 17:30;4;1;3;4;3;4;3;4;1;2;2;4;2;4;2;2;2;3;3;;;;;;;;;;;;;;;2;2;2;2;1;2;;;;;;2;2;;;;;;3;3;5;5;4
2020-09-05 15:38;3;2;4;5;5;4;4;4;1;1;1;4;3;4;2;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-08 15:25;2;1;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;4;4;1
2020-09-04 21:39;4;2;6;5;5;5;5;5;6;6;6;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;2;2;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-08 08:27;2;2;2;3;4;3;3;4;5;5;5;4;5;1;5;4;2;1;2;;2;3;;;;;;;;;;;;2;2;2;2;1;1;1;;;;1;2;2;;;;;;3;2;3;2;2
2020-09-07 09:19;5;1;6;2;2;2;2;3;2;3;2;1;1;1;1;2;2;4;4;;;;;;;;;;;;;;;3;3;3;3;3;2;;;;;;2;2;;;;;;3;3;1;3;3
2020-09-04 06:29;5;2;6;5;5;5;4;5;4;5;5;4;4;4;4;4;5;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;4;5;5;1
2020-09-07 07:18;4;2;4;4;4;3;2;3;2;3;2;6;3;4;2;3;2;4;2;;;3;4;5;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;2;4;4;3;1
2020-09-06 20:24;1;1;2;4;4;4;5;4;4;4;4;2;2;4;2;2;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;3;3;3;3;4
2020-09-03 13:26;4;2;2;4;5;5;4;4;3;3;3;4;4;5;5;5;5;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;4;5;4;1
2020-09-10 11:20;4;2;6;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-10 07:36;2;2;3;4;5;4;5;5;2;5;5;3;2;4;3;3;5;3;1;;2;3;4;5;6;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;3;3;1
2020-09-04 16:46;3;2;3;4;3;3;3;4;2;2;2;3;3;3;3;3;2;2;2;;;;;;;7;;;;;;;;2;1;1;3;2;2;;;;;;2;2;;;;;;2;3;3;3;4
2020-09-08 11:34;5;2;6;5;5;5;5;5;6;6;6;4;4;4;5;5;5;3;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;2;2;;;;;;5;5;5;6;1
2020-09-07 12:56;5;2;6;4;4;5;4;5;3;4;3;4;3;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;5;5;5;3
2020-09-09 10:49;5;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;3
2020-09-04 15:28;3;2;2;4;4;4;4;5;4;4;3;4;3;3;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-10 08:26;3;2;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;4;4;3;3;4
2020-09-04 11:21;2;2;2;5;5;5;5;4;4;5;2;5;3;4;4;4;3;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-08 16:40;2;2;4;5;5;5;3;5;5;4;3;3;3;4;3;4;3;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-04 08:32;5;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 14:27;3;2;5;5;5;4;5;5;5;5;5;5;5;4;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;2;2;;;;;;3;5;4;5;1
2020-09-09 16:04;4;2;3;5;5;4;5;5;4;5;4;4;4;5;4;3;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 13:28;3;1;2;3;4;3;3;5;5;5;5;1;2;2;2;4;4;4;1;;;;;;6;;;;;;;;;3;3;1;3;1;1;1;;;;2;2;2;;;;;;4;4;6;6;4
2020-09-07 17:19;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-08 06:29;1;1;2;2;4;3;6;5;3;4;3;2;2;6;1;1;6;4;2;;;;;;6;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;4;1;3;2
2020-09-07 16:24;4;2;6;5;5;5;5;4;4;5;5;5;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 09:17;3;1;4;5;5;5;5;5;3;4;3;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;4;5;5;4
2020-09-03 15:36;4;2;2;2;4;2;5;5;2;4;4;2;3;3;2;2;2;5;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;2;3;2;4;2
2020-09-10 07:18;5;1;6;4;5;5;5;5;4;5;5;3;5;4;6;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-04 07:08;2;2;2;4;4;4;4;4;4;5;5;4;4;5;5;4;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-09 15:58;3;2;4;5;3;4;5;4;3;4;2;3;3;4;4;4;4;3;3;;;;;;;;;;;;;;;3;2;1;2;1;2;;;;;;2;2;;;;;;4;3;4;4;4
2020-09-04 09:16;4;2;3;4;4;4;4;3;2;4;2;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;2;2;;;;;;4;3;3;3;4
2020-09-10 07:14;3;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-10 09:02;3;2;6;4;4;4;3;4;2;2;1;3;4;4;4;4;4;4;3;;;;;;;;;;;;;;;2;3;1;3;1;3;;;;;;2;2;;;;;;4;4;4;4;1
2020-09-03 11:19;4;2;4;4;5;4;4;4;3;5;4;3;5;4;5;5;5;5;5;;;;;;;;;;;;;;;3;1;1;3;3;2;;;;;;2;2;;;;;;4;5;5;5;1
2020-09-03 18:17;4;2;4;4;4;4;3;3;4;4;4;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;4;4;4;4;4
2020-09-09 16:52;4;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;3;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-03 14:48;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;5;5;6;5;4
2020-09-09 15:40;4;2;6;2;4;1;4;3;5;5;5;4;6;6;1;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;2;2;;;;;;2;4;2;6;4
2020-09-04 09:15;2;2;2;5;5;4;5;5;3;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;5;5;4;5;1
2020-09-04 15:18;5;2;6;5;5;5;5;5;4;5;4;4;4;3;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;3
2020-09-09 21:16;5;2;4;3;3;2;5;5;2;5;2;1;1;1;1;4;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;2;2;;;;;;2;2;1;4;2
2020-09-10 07:02;3;2;4;5;5;5;5;5;4;4;4;4;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;2;2;;;;;;5;5;5;5;1
2020-09-07 12:55;3;1;6;5;4;5;5;5;3;5;4;5;3;4;5;5;5;5;5;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;2;2;;;;;;4;5;6;4;4
