;age;sex;t3;t1;t8;t2;t13;l1;;;t6;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;;;;t7;t10;t9;t11;;;;y5
2022-08-30 15:07;5;2;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-08-30 15:19;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-30 15:50;3;2;4;3;4;4;3;3;4;4;2;5;4;4;2;5;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;3;3;3;5;4;1
2022-08-30 15:46;4;2;3;3;3;2;5;3;4;3;1;6;3;3;2;2;3;4;2;;;;4;5;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;2;2;2;3;3;6;3;4
2022-08-30 15:52;3;2;4;3;2;4;4;2;3;3;3;3;2;4;6;5;5;5;2;;2;3;;;6;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;4;3;4;4;1;5;3
2022-08-30 15:54;3;2;4;4;3;4;4;4;4;3;3;4;3;4;4;4;4;4;3;;;;;;;;;;;;;;;2;2;1;3;3;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;3;3;1
2022-08-30 16:00;3;2;5;5;5;4;4;4;4;4;4;5;5;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;4;4;5;5;5;5;1
2022-08-30 16:13;2;2;4;4;4;5;5;4;5;5;3;3;3;5;1;3;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;6;4;2
2022-08-30 16:28;4;1;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-30 16:45;5;1;4;4;4;4;5;4;5;5;4;4;4;4;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;4;5;3
2022-08-30 16:54;4;2;5;5;5;4;4;3;3;2;4;4;3;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-30 16:59;4;2;4;3;3;4;4;3;4;2;2;3;4;4;3;2;3;2;2;;2;3;;5;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;3;2;3;3;2;6;4;2
2022-08-30 17:08;2;2;5;4;4;5;5;3;5;4;5;4;4;3;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;5;5;5;5;4;5;4
2022-08-30 17:23;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-30 17:32;2;1;4;5;5;4;4;5;5;5;4;2;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;5;5;5;5;5;1
2022-08-30 17:52;2;2;3;4;5;4;4;3;5;4;2;2;2;5;2;2;3;2;1;;2;3;4;;;7;;;;;;;;2;2;1;3;3;2;;;;;;;2;2;;;;;;;;1;4;3;3;4;4;4;3;4
2022-08-30 18:42;4;1;5;5;5;4;5;4;5;5;3;2;4;4;2;5;4;5;5;;;;;;;;;;;;;;;3;2;2;3;3;3;;;;;;;2;2;;;;;;;;1;4;4;5;5;4;3;4;1
2022-08-30 19:10;3;2;5;5;5;5;5;4;4;4;4;4;5;5;5;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-08-30 19:10;2;2;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-30 20:45;3;2;5;5;5;5;4;5;5;3;3;5;3;3;5;5;5;4;1;1;2;3;;5;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;5;5;5;5;1
2022-08-30 20:50;2;2;4;3;3;4;3;3;3;3;3;3;2;2;3;3;2;3;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;3;3;3;4;3;4
2022-08-30 22:25;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-30 23:13;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 06:47;5;1;5;5;5;4;5;4;4;4;5;5;4;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 07:24;2;2;3;3;4;4;3;3;4;3;3;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;4;3;3;5;2
2022-08-31 07:09;4;1;5;5;5;5;5;5;5;5;5;3;3;5;3;3;3;1;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 07:10;3;2;4;4;4;4;5;4;4;5;2;4;4;3;4;4;3;2;2;;2;3;4;;;7;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;4;4;4;1
2022-08-31 07:09;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 07:19;4;1;5;5;5;5;4;5;5;5;4;4;4;5;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-31 07:25;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;3
2022-08-31 07:36;4;2;4;5;4;4;4;3;3;5;2;3;4;4;3;2;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;4;4;4;4;4;4;4
2022-08-31 07:41;5;2;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 07:43;4;2;5;5;5;4;5;5;5;5;4;4;4;4;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;1
2022-08-31 07:47;1;2;2;5;3;2;4;4;5;5;4;2;3;3;2;2;4;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;2;4;5;4;4;1;3;2
2022-08-31 07:50;5;2;5;5;5;5;5;4;4;4;3;5;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;5;4;3;4;3
2022-08-31 08:00;4;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 08:02;6;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;2;4;4
2022-08-31 08:13;4;1;4;3;3;3;4;3;2;2;4;1;2;3;2;2;1;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;2;4;4;4;6;5;4
2022-08-31 08:14;3;2;4;4;4;4;4;3;4;4;5;1;1;4;1;2;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;3;4;4;4;4
2022-08-31 08:17;2;2;4;3;3;2;4;1;2;2;4;2;3;2;2;2;2;3;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;2;3;3;6;3;2
2022-08-31 08:17;2;2;4;4;5;5;3;3;4;4;4;5;4;3;5;4;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-31 08:22;4;1;4;4;3;3;4;3;4;4;3;3;3;3;2;4;2;4;4;;;;;;;;;;;;;;;1;1;1;1;3;1;;2;;;1;1;2;2;;;;;;;;1;3;3;4;4;4;5;5;1
2022-08-31 08:20;2;2;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;4;4;1
2022-08-31 08:20;2;2;5;5;5;3;5;5;5;5;5;4;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-31 08:30;2;2;4;2;3;3;2;3;3;3;4;3;3;4;2;2;2;3;4;;;;;;;;;;;;;;;2;2;1;2;1;1;1;2;;;1;2;3;3;;;;;;;;1;3;3;2;2;2;3;3;4
2022-08-31 08:31;4;1;4;4;4;1;3;1;3;3;4;2;2;3;1;1;1;6;1;;;;;5;;7;;;;;;;;2;2;2;2;1;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;6;5;5;1
2022-08-31 08:25;2;2;4;3;4;4;3;3;3;3;2;4;4;4;4;4;5;4;2;1;2;;;;6;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;4;4;4;4;4
2022-08-31 08:37;4;2;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 08:28;3;2;4;5;4;5;5;5;5;5;5;4;5;3;5;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;5;5;4;5;1
2022-08-31 08:31;4;2;4;3;5;3;3;1;2;2;3;3;3;5;2;2;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;1;1;;;;2;;2;2;;;;;;;;2;2;4;2;5;5;3;4;2
2022-08-31 08:38;5;2;3;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;1;2;1;2;2;2;;;;;;;2;2;;;;;;;;3;3;3;3;4;4;1;3;2
2022-08-31 08:44;3;2;4;3;2;2;3;1;2;1;1;3;2;3;1;1;4;4;4;;;;;;;;;;;;;;;2;2;2;2;3;3;;;;;;;3;3;;;;;;;;2;2;3;3;3;1;6;4;4
2022-08-31 08:40;5;1;4;4;4;4;4;3;5;4;3;4;5;4;4;4;3;4;3;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;5;6;1
2022-08-31 08:41;2;1;5;5;5;4;4;3;3;3;5;3;3;3;3;4;4;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;5;4;4;1
2022-08-31 08:38;2;1;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-31 08:41;5;2;4;4;4;4;4;3;4;4;1;3;3;3;4;2;5;4;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;3;3;3;3;4;4;3;3;1
2022-08-31 08:46;2;2;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;4
2022-08-31 08:41;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 08:48;5;2;5;5;5;5;5;5;5;5;2;3;5;4;4;3;4;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;4;4;4;1
2022-08-31 08:54;4;2;5;5;4;4;4;4;4;4;2;4;4;5;4;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;5;3;1
2022-08-31 08:54;4;1;4;5;4;5;5;5;5;4;1;2;3;2;3;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;5;5;5;5;5;1
2022-08-31 09:04;3;1;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;4;5;1
2022-08-31 09:04;4;2;4;4;4;5;3;3;4;3;3;3;3;3;3;3;3;4;2;;;3;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;3;4;1
2022-08-31 09:11;2;2;4;4;4;4;3;2;2;1;4;4;2;3;1;3;4;3;3;;;;;;;;;;;;;;;2;2;3;3;3;3;;;;;;;2;2;;;;;;;;1;4;4;3;4;3;4;3;1
2022-08-31 09:10;3;2;3;4;3;2;3;2;2;1;5;2;2;4;1;1;2;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;2;2;2;3;6;6;2
2022-08-31 09:17;3;2;5;5;5;5;4;2;5;3;2;4;5;5;3;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 09:17;2;1;3;5;2;3;4;4;4;4;5;2;3;4;3;2;2;5;5;;;;;;;;;;;;;;;3;3;1;1;2;2;;;;;;;2;2;;;;;;;;1;2;2;5;5;5;5;5;1
2022-08-31 09:19;2;1;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 09:30;5;2;3;2;2;1;3;1;1;1;2;1;1;4;1;1;1;2;2;;;;4;5;;;;;;;;;;2;2;1;2;1;1;1;2;;;1;2;2;2;;;;;;;;1;2;1;2;2;1;1;1;3
2022-08-31 09:26;1;1;5;4;4;2;5;5;5;5;2;3;5;5;2;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;1;3;2;3;2;4;4;1
2022-08-31 09:32;4;2;4;5;4;4;5;4;4;3;4;4;2;4;3;4;4;4;3;;;;;;;;;;;;;;;3;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;4;4;4;4;4
2022-08-31 09:47;5;2;4;4;4;3;4;2;4;4;3;3;2;2;2;3;3;3;2;1;;3;4;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;3;3;4;4;4;4;3;1
2022-08-31 10:13;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;3;5;4
2022-08-31 09:45;6;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;1;5;3
2022-08-31 10:20;2;1;4;4;3;3;3;2;2;1;3;3;3;4;2;2;4;4;4;;;;;;;;;;;;;;;2;2;2;2;1;1;1;2;;;2;;2;2;;;;;;;;1;4;3;4;4;3;5;4;1
2022-08-31 09:53;3;2;4;2;3;3;2;2;2;2;3;4;3;4;2;2;2;2;2;;;3;;;;;;;;;;;;2;3;1;2;1;1;1;2;;;2;;2;2;;;;;;;;1;3;2;2;3;3;4;4;4
2022-08-31 09:53;1;2;4;5;5;4;4;4;5;5;2;4;3;3;5;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;4;4;4;1
2022-08-31 10:00;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 10:02;2;1;4;4;4;4;5;3;5;4;4;5;3;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;4;5;5;5;5;5;1
2022-08-31 10:07;4;2;4;4;4;3;4;5;5;4;3;3;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;5;5;5;5;1
2022-08-31 10:10;5;2;5;5;5;5;5;5;5;5;5;6;5;3;6;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 10:22;2;1;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 10:35;2;2;4;4;4;3;5;4;4;4;4;3;3;3;4;4;3;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;5;4;4;1
2022-08-31 10:26;3;2;5;5;4;5;5;5;5;5;5;4;4;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 10:26;2;2;4;4;3;2;3;1;2;2;2;3;3;4;1;2;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;2;2;2;5;4;1
2022-08-31 10:32;3;2;5;5;5;4;4;4;4;3;4;4;4;4;4;4;4;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-31 10:43;3;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-31 10:59;3;2;5;5;5;5;5;5;5;5;5;3;3;5;4;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 10:46;3;1;5;5;5;4;4;4;4;4;3;4;3;3;4;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-08-31 10:50;5;2;5;5;5;4;4;4;4;5;3;3;4;4;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;5;6;5;1
2022-08-31 10:54;4;2;3;3;2;3;1;3;4;4;4;2;1;4;1;1;3;5;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;2;3;2;3;2;1;2;2
2022-08-31 10:53;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;6;5;3
2022-08-31 10:53;3;2;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;3;1
2022-08-31 10:52;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 10:56;5;2;4;5;5;4;5;5;5;5;3;3;4;4;4;4;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;4;4;3;3;2
2022-08-31 10:58;2;2;5;5;3;5;5;5;5;4;5;4;4;3;5;5;5;5;4;;;;;;;;;;;;;;;1;1;2;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 10:59;2;2;5;5;4;4;5;2;4;2;3;4;4;4;5;4;5;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;5;5;5;5;5;5;1
2022-08-31 11:04;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-31 11:08;2;2;5;5;4;5;4;5;5;5;5;5;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-08-31 11:08;2;1;5;5;5;5;4;3;5;3;4;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;4;5;5;5;5;4;1
2022-08-31 11:11;4;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 11:15;5;2;4;3;3;2;5;3;2;2;3;3;3;4;2;3;4;4;4;;;;;;;;;;;;;;;2;2;2;2;1;2;;;;;;;2;2;;;;;;;;2;4;4;3;3;3;1;3;3
2022-08-31 11:19;4;2;5;5;5;5;4;6;5;5;2;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;3;1
2022-08-31 11:22;3;2;4;5;4;4;4;3;4;3;3;4;3;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;2;1;1;4;4;4
2022-08-31 11:36;4;2;5;5;5;5;4;5;5;4;5;5;5;5;5;5;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 11:29;4;1;4;4;4;4;4;3;4;3;3;3;3;3;4;4;3;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;3;3;3;4;4;1
2022-08-31 11:31;1;2;4;4;4;3;3;5;5;5;4;3;3;4;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;5;3;4;6;4;1
2022-08-31 11:53;4;2;5;5;4;4;5;4;4;3;3;4;4;3;3;4;4;4;4;;;;;;;;;;;;;;;1;2;2;3;2;2;;;;;;;2;2;;;;;;;;3;3;3;4;4;4;5;4;4
2022-08-31 14:22;1;2;4;5;3;3;3;2;4;4;4;6;2;3;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;3;4;1;3;2
2022-08-31 11:55;3;2;4;5;4;4;5;4;4;4;3;5;4;5;3;3;3;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;4;5;4
2022-08-31 12:08;3;2;5;5;5;3;5;1;2;2;3;2;3;3;2;2;4;3;2;1;;3;;5;;;;;;;;;;3;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;5;5;1
2022-08-31 12:03;4;2;4;5;5;5;5;3;5;4;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;5;3;5;5;4;5;1
2022-08-31 12:09;3;2;4;3;2;1;3;1;1;1;1;1;1;4;1;2;3;2;1;1;;3;;5;6;;;;;;;;;3;3;3;3;1;2;;;;;;;2;2;;;;;;;;4;2;2;2;2;2;6;1;4
2022-08-31 12:12;3;2;5;5;4;5;4;6;6;6;4;6;4;2;6;6;6;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;3;3;5;5;5;5;5;1
2022-08-31 12:10;4;2;4;4;4;4;4;3;3;2;3;3;3;3;3;3;2;4;4;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;3;3;3;3;3;4
2022-08-31 14:25;2;2;2;2;2;3;4;1;1;1;1;4;3;3;3;3;3;3;3;;;;;;;;;;;;;;;3;3;3;3;3;2;;;;;;;2;2;;;;;;;;2;3;3;3;2;4;4;4;4
2022-08-31 12:19;5;4;5;4;5;5;5;1;2;2;3;3;3;4;2;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;6;4;4
2022-08-31 12:25;3;1;4;4;5;4;5;3;4;5;1;3;1;5;1;3;3;4;5;;;;;;;;;;;;;;;1;3;3;3;1;1;;2;;;2;;2;2;;;;;;;;4;3;2;3;5;3;5;5;4
2022-08-31 12:43;6;2;4;4;3;1;2;1;1;1;3;2;2;2;1;2;1;3;4;;;;;;;;;;;;;;;2;2;2;2;1;1;1;;;;2;;2;2;;;;;;;;4;5;5;5;5;5;1;4;3
2022-08-31 12:38;4;2;4;4;4;4;4;2;4;3;3;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-31 12:58;2;2;4;5;4;4;4;5;5;5;4;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;5;5;5;5;4;1
2022-08-31 12:48;5;2;5;5;4;4;3;6;6;6;6;3;2;3;6;3;4;4;5;;;;;;;;;;;;;;;1;3;3;3;3;3;;;;;;;2;2;;;;;;;;2;4;4;6;5;5;6;5;4
2022-08-31 12:49;1;2;5;5;4;4;5;3;3;3;4;5;4;3;3;3;3;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;4;4;5;5;3;5;4
2022-08-31 12:56;4;2;4;4;4;4;4;3;3;3;3;3;3;4;3;4;3;3;3;;;;;;;;;;;;;;;1;2;3;3;2;2;;;;;;;2;2;;;;;;;;3;3;4;4;4;3;4;3;1
2022-08-31 15:00;2;2;5;4;4;4;4;3;4;3;3;3;3;2;2;3;4;5;3;;;;;;;;;;;;;;;2;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;3;4;4;1
